product code,quantity,estimated delivery date,lodgement date,contract number,salesman number
P1275R8,360,2019-11-30,2019-10-07,CSE0003600,11112520
A4A8763,460,2019-11-28,2019-11-25,CSE0003600,11512928
RZ42653,830,2019-10-27,2019-11-30,CSE0003600,11212724
M97X845,230,2019-11-25,2019-11-25,CSE0003600,11311921
DR28405,110,2019-10-04,2019-10-31,CSE0003600,11411910
D7Y5182,100,2019-10-21,2019-10-27,CSE0003600,12011424
A273M51,110,2019-11-30,2019-10-21,CSE0003600,11210120
G071O86,810,2003-04-24,2003-03-28,CSE0003601,11412101
C741G20,230,2003-03-19,2003-04-18,CSE0003601,11111429
E738Y40,520,2013-08-08,2013-08-28,CSE0003602,12210427
P6O1843,10,2013-07-22,2013-08-30,CSE0003602,11912320
F9N8470,620,2013-07-30,2013-08-29,CSE0003602,12212215
L8N0649,480,2013-08-02,2013-07-31,CSE0003602,11611508
A50L172,850,2013-07-15,2013-09-02,CSE0003602,11410820
T67P542,830,2013-07-27,2013-07-24,CSE0003602,11112015
A58192Z,910,2013-08-31,2013-08-07,CSE0003602,11411019
W1473B8,210,2013-07-28,2013-08-27,CSE0003602,12011708
C48967S,960,2013-09-01,2013-08-15,CSE0003602,11211217
DT47956,150,2013-08-16,2013-08-08,CSE0003602,11511403
GS13927,70,2013-08-06,2013-07-23,CSE0003602,11212711
N13J804,990,2013-08-25,2013-07-23,CSE0003602,11312922
C634K72,740,2013-08-22,2013-08-13,CSE0003602,11112029
CS90168,460,2013-08-05,2013-08-12,CSE0003602,11710914
F24170J,590,2013-07-18,2013-07-07,CSE0003602,12111219
C7826A5,550,2013-06-20,2013-07-07,CSE0003603,11710004
F9N8470,100,2013-07-06,2013-08-06,CSE0003603,11610812
AU79605,880,2013-08-07,2013-06-29,CSE0003603,11112718
A08264O,770,2013-06-25,2013-06-18,CSE0003603,11710512
A08264O,830,2013-07-21,2013-07-18,CSE0003603,12212027
L17546O,240,2013-08-12,2013-07-01,CSE0003603,11710512
P56U187,530,2013-08-05,2013-08-15,CSE0003603,11612205
LO12047,980,2013-06-18,2013-08-03,CSE0003603,11211302
M8I1749,30,2013-08-01,2013-06-22,CSE0003603,12011310
IQ87164,360,2013-06-26,2013-07-27,CSE0003603,11710512
N62Z458,980,2013-08-16,2013-07-07,CSE0003603,11912318
SW03642,300,2013-07-20,2013-08-13,CSE0003603,11512202
I8206B5,930,2013-06-21,2013-08-15,CSE0003603,12110925
H089L35,30,2013-07-15,2013-08-16,CSE0003603,11310212
L92148E,960,2013-07-27,2013-07-09,CSE0003603,12212027
G80142H,850,2013-07-11,2013-07-14,CSE0003603,11410014
CS90168,420,2013-08-03,2013-07-14,CSE0003603,11710803
G80142H,430,2013-06-20,2013-08-11,CSE0003603,11411005
P15647X,910,2013-06-20,2013-07-31,CSE0003603,11612913
H18Z450,980,2013-08-14,2013-07-19,CSE0003603,11512308
T67P542,230,2013-07-03,2013-06-29,CSE0003603,11511922
P968H24,950,2013-08-02,2013-06-30,CSE0003603,11310103
E895N12,430,2013-06-24,2013-08-06,CSE0003603,12210120
W1473B8,440,2013-06-20,2013-07-24,CSE0003603,11511922
R243J08,190,2013-06-29,2013-08-01,CSE0003603,12212027
TS64823,500,2013-06-24,2013-07-16,CSE0003603,11512522
CO19853,590,2013-07-07,2013-07-25,CSE0003603,11510305
FK39705,60,2013-08-08,2013-07-07,CSE0003603,11710512
I291Q38,790,2013-07-02,2013-08-02,CSE0003603,11112709
R7248S9,280,2013-07-27,2013-08-01,CSE0003603,12211508
CZ28413,490,2013-06-27,2013-07-09,CSE0003603,11210514
S7Z8134,440,2013-07-26,2013-08-08,CSE0003603,12110528
K7458M2,650,2013-07-19,2013-06-26,CSE0003603,11610717
T0829X7,250,2013-08-03,2013-06-24,CSE0003603,11610717
T0829X7,200,2013-07-17,2013-08-09,CSE0003603,12011310
V6Q9754,240,2013-08-15,2013-08-09,CSE0003603,11611112
L0528N6,580,2013-07-30,2013-07-09,CSE0003603,11511825
L903I17,780,2013-08-15,2013-07-20,CSE0003603,12110528
O032T69,540,2013-07-14,2013-07-29,CSE0003603,12211106
T9T8140,350,2013-07-17,2013-07-30,CSE0003603,11411312
T35X601,130,2013-07-12,2013-06-21,CSE0003603,11410213
BP82450,500,2013-06-25,2013-07-02,CSE0003603,11911012
C91D367,110,2004-09-29,2004-10-05,CSE0003604,11710522
P20O395,860,2004-10-05,2004-09-06,CSE0003604,11712202
H7143H9,740,2011-12-06,2012-01-12,CSE0003605,12210703
C186H47,950,2012-01-10,2012-01-04,CSE0003605,12012922
S7K6834,1000,2011-11-28,2012-01-12,CSE0003605,11510816
P9L0284,160,2011-11-29,2012-01-04,CSE0003605,11612800
S7K6834,930,2011-12-27,2012-01-12,CSE0003605,12211614
I94V518,880,2011-11-26,2011-12-27,CSE0003605,11911323
T95761U,970,2011-12-02,2011-12-30,CSE0003605,12210529
H9842K1,200,2011-11-29,2011-11-18,CSE0003605,11112003
UL87156,490,2011-11-29,2011-12-03,CSE0003605,11510427
GC81302,100,2011-11-22,2012-01-07,CSE0003605,11410820
C04R672,930,2011-12-11,2011-12-04,CSE0003605,11710200
L85R920,950,2010-07-13,2010-06-09,CSE0003606,11612520
WJ50817,810,2010-07-05,2010-05-29,CSE0003606,11912318
D50A198,750,2010-07-06,2010-07-09,CSE0003606,12110528
D8150P6,850,2010-06-18,2010-06-18,CSE0003606,11510326
C46258Y,350,2010-06-09,2010-06-07,CSE0003606,11612913
FK39705,180,2010-07-18,2010-07-22,CSE0003606,12011418
FG91426,240,2010-07-03,2010-07-20,CSE0003606,11211323
SR61908,240,2010-06-06,2010-06-04,CSE0003606,11611609
G70Z416,500,2010-06-09,2010-06-09,CSE0003606,11511524
M108M47,460,2010-06-13,2010-06-19,CSE0003606,11411612
D0Q2543,950,2010-07-18,2010-06-13,CSE0003606,11211323
L903I17,140,2010-07-04,2010-07-22,CSE0003606,11611721
F24170J,870,2010-05-31,2010-07-07,CSE0003606,11911015
C186H47,940,2001-08-19,2001-09-03,CSE0003607,12110225
D8150P6,760,2001-08-18,2001-09-16,CSE0003607,12110129
R6K1395,890,2001-09-24,2001-08-08,CSE0003607,11812006
P41857Y,100,2001-08-19,2001-08-19,CSE0003607,12212006
S6I1543,430,2001-08-15,2001-09-11,CSE0003607,12011019
F8E7125,450,2000-08-08,2000-07-08,CSE0003608,12110020
RZ42653,90,2000-07-07,2000-07-06,CSE0003608,11512914
A794O23,430,2000-08-23,2000-08-17,CSE0003608,11612024
N13J804,240,2000-07-07,2000-07-10,CSE0003608,11311624
C1F0953,730,2000-08-19,2000-08-03,CSE0003608,12110704
M0467E1,450,2000-07-23,2000-07-04,CSE0003608,12211913
D1G4290,380,2000-08-30,2000-07-19,CSE0003608,11512115
W920W86,610,2000-08-09,2000-07-10,CSE0003608,11510209
E7R6098,800,2000-07-21,2000-07-08,CSE0003608,11112316
D230D47,830,2000-08-03,2000-08-15,CSE0003608,11710029
S0912X5,20,2016-09-06,2016-09-16,CSE0003609,11210906
BE04182,310,2012-11-13,2012-11-13,CSE0003610,11310103
F9135R4,770,2012-11-08,2012-11-26,CSE0003610,11612205
A08264O,440,2012-10-15,2012-10-16,CSE0003610,11812708
B8E1796,930,2012-11-20,2012-10-30,CSE0003610,11310703
H7Y6824,840,2012-10-09,2012-11-18,CSE0003610,11912610
B8E1796,480,2012-11-02,2012-11-14,CSE0003610,11512713
G58A216,640,2012-11-05,2012-10-23,CSE0003610,11410413
L7P4035,160,2012-11-05,2012-12-02,CSE0003610,12011018
H7143H9,320,2012-10-15,2012-12-06,CSE0003610,12211522
C95F078,690,2012-11-07,2012-10-17,CSE0003610,11511513
M713N46,40,2012-11-22,2012-10-08,CSE0003610,11312409
I8206B5,40,2012-11-21,2012-10-21,CSE0003610,11710803
F24170J,570,2012-10-26,2012-10-11,CSE0003610,11111217
C2B7139,10,2012-11-10,2012-10-18,CSE0003610,11112718
C634K72,720,2012-11-18,2012-10-13,CSE0003610,12111702
C6C1349,1000,2012-10-14,2012-11-26,CSE0003610,11912925
T67P542,220,2012-11-08,2012-11-28,CSE0003610,12010010
U198C32,440,2012-11-12,2012-11-29,CSE0003610,11511000
W1473B8,600,2012-11-28,2012-10-27,CSE0003610,11912318
U198C32,160,2012-12-03,2012-12-04,CSE0003610,11512202
C48967S,740,2012-11-28,2012-11-01,CSE0003610,11612315
S8465W1,700,2012-11-20,2012-11-10,CSE0003610,12212801
HW53167,730,2012-11-01,2012-10-18,CSE0003610,11610902
W05C734,370,2012-11-20,2012-10-22,CSE0003610,11610812
H362I81,640,2012-12-03,2012-11-09,CSE0003610,11911223
K62879Z,300,2012-11-04,2012-11-14,CSE0003610,12011018
I291Q38,680,2012-11-24,2012-10-24,CSE0003610,11610927
DT47956,790,2012-11-03,2012-11-14,CSE0003610,11911227
S2180L4,240,2012-10-07,2012-11-11,CSE0003610,11512902
P4052D1,370,2012-10-21,2012-10-20,CSE0003610,11210506
P4052D1,40,2012-10-13,2012-10-19,CSE0003610,11812423
V6Q9754,610,2012-10-20,2012-11-20,CSE0003610,12211502
L0528N6,450,2012-11-17,2012-11-07,CSE0003610,11112809
I36Z941,820,2012-12-01,2012-10-18,CSE0003610,12111702
R04W892,950,2012-11-13,2012-11-18,CSE0003610,11612609
DR28405,780,2012-11-05,2012-11-05,CSE0003610,11511524
S7Z8134,420,2012-12-25,2012-11-07,CSE0003611,11212200
AE80564,810,2012-12-10,2012-12-13,CSE0003611,11211501
T0E9518,440,2012-12-30,2012-12-12,CSE0003611,11412713
M328K91,170,2007-12-30,2008-02-16,CSE0003612,11610803
C02614Q,760,2008-02-04,2007-12-23,CSE0003612,12110020
R7248S9,150,2012-03-13,2012-02-18,CSE0003613,11311817
P02C741,330,2012-02-11,2012-02-12,CSE0003613,12111219
M6328D7,640,2012-02-03,2012-02-23,CSE0003613,11210906
LR91308,440,2012-02-10,2012-01-30,CSE0003613,11311712
G80142H,100,2012-03-02,2012-02-27,CSE0003613,11111115
IZ80719,820,2012-03-15,2012-02-18,CSE0003613,11910811
IQ87164,370,2002-09-16,2002-07-31,CSE0003614,11410100
S6I1543,170,2002-08-13,2002-08-15,CSE0003614,11711214
P4052D1,240,2002-09-09,2002-09-03,CSE0003614,11112106
P4052D1,110,2002-08-31,2002-09-06,CSE0003614,11311229
T95761U,210,2002-09-23,2002-08-26,CSE0003614,11211429
S5291W4,120,2002-09-08,2002-08-17,CSE0003614,11510024
SE17564,20,2002-09-05,2002-09-12,CSE0003614,11410203
BP82450,510,2002-08-10,2002-09-08,CSE0003614,12011919
P45Q120,440,2019-04-05,2019-03-29,CSE0003615,12211320
R243J08,30,2019-03-10,2019-04-14,CSE0003615,11110916
N13J804,970,2019-04-19,2019-04-26,CSE0003615,12212123
A59027Z,160,2019-04-30,2019-04-22,CSE0003615,11610329
R04W892,430,2019-05-02,2019-04-14,CSE0003615,11211429
VM86749,680,2019-04-09,2019-04-25,CSE0003615,12010605
D0W8356,110,2019-03-30,2019-03-17,CSE0003615,11311100
S6I1543,420,2019-01-04,2019-01-25,CSE0003616,11711521
P1275R8,610,2018-12-31,2018-12-13,CSE0003616,11811615
A08264O,710,2019-01-12,2019-01-24,CSE0003616,11912303
M62870K,150,2019-01-27,2018-12-11,CSE0003616,12211220
M8I1749,660,2018-12-19,2019-01-31,CSE0003616,11912318
L0X9362,720,2018-12-25,2018-12-20,CSE0003616,11610717
P6398B4,650,2019-02-02,2019-01-27,CSE0003616,11611112
C58G293,70,2018-12-18,2019-01-30,CSE0003616,12011126
N13J804,310,2019-01-02,2018-12-19,CSE0003616,12110722
I8206B5,10,2018-12-26,2019-01-29,CSE0003616,11212228
CS90168,300,2019-02-07,2019-01-11,CSE0003616,11411612
CS90168,570,2019-01-30,2019-01-29,CSE0003616,11512202
T035M47,40,2019-02-01,2018-12-29,CSE0003616,11112718
DB83217,740,2018-12-30,2018-12-27,CSE0003616,11410413
P968H24,690,2019-01-15,2019-01-26,CSE0003616,11912417
F76983D,430,2019-01-19,2019-02-03,CSE0003616,11512308
G071O86,460,2019-01-18,2019-01-09,CSE0003616,11612422
T38951Z,1000,2019-01-31,2019-01-18,CSE0003616,11112709
M79W815,990,2019-01-06,2019-01-15,CSE0003616,11711310
G053V91,940,2018-12-14,2019-01-08,CSE0003616,11411612
S03485W,950,2018-12-30,2018-12-24,CSE0003616,11112415
S03485W,900,2018-12-18,2019-02-05,CSE0003616,11410503
A58192Z,660,2018-12-28,2018-12-27,CSE0003616,12110324
S03485W,600,2018-12-29,2019-01-14,CSE0003616,11610927
RC12709,410,2019-02-04,2019-01-28,CSE0003616,11612422
WC49732,670,2019-01-23,2019-02-07,CSE0003616,11912404
C04R672,530,2019-01-06,2019-01-04,CSE0003616,11910806
F40365I,50,2019-01-28,2019-01-20,CSE0003616,11311615
I1M6430,530,2019-01-07,2019-01-15,CSE0003616,11210008
P4052D1,80,2019-01-31,2019-01-04,CSE0003616,11612422
A59027Z,260,2019-01-23,2019-01-24,CSE0003616,12211518
DT47956,470,2019-01-11,2019-01-03,CSE0003616,12110925
A794O23,410,2019-01-12,2018-12-22,CSE0003616,11511825
D0Q2543,910,2019-01-11,2018-12-27,CSE0003616,11410213
L903I17,490,2018-12-19,2019-02-02,CSE0003616,12112604
O032T69,780,2018-12-20,2018-12-25,CSE0003616,12010806
W49310P,920,2018-12-27,2018-12-16,CSE0003616,11612315
I291Q38,690,2014-03-14,2014-03-17,CSE0003617,11310020
SY73215,140,2014-03-02,2014-04-04,CSE0003617,11911402
S15H647,690,2014-03-15,2014-03-18,CSE0003617,11910017
L47869Q,460,2014-04-21,2014-04-14,CSE0003617,12012028
LR91308,220,2014-04-17,2014-03-21,CSE0003617,11411312
AE80564,350,2014-03-25,2014-03-02,CSE0003617,11912417
TO87603,180,2014-03-24,2014-04-04,CSE0003617,11312022
A08264O,470,2014-03-28,2014-03-26,CSE0003617,12111028
L891S65,210,2014-04-16,2014-04-16,CSE0003617,11612205
C634K72,410,2014-02-28,2014-03-09,CSE0003617,12111702
C2B7139,140,2014-04-14,2014-04-19,CSE0003617,11511524
MC32085,250,2015-03-08,2015-03-22,CSE0003618,12211502
M6328D7,470,2015-03-05,2015-03-15,CSE0003618,11810305
F9N8470,410,2017-02-06,2017-01-25,CSE0003619,11410311
E4280M5,1000,2016-12-13,2017-01-08,CSE0003619,11911729
C58G293,550,2017-02-05,2017-01-25,CSE0003619,11510209
D1G4290,460,2016-12-21,2017-01-03,CSE0003619,12011219
P3650F7,130,2017-02-05,2017-01-26,CSE0003619,12112300
AA85346,700,2017-01-22,2017-01-05,CSE0003619,11610900
L8930C4,1000,2016-12-20,2017-01-15,CSE0003619,11812821
M859T76,510,2016-12-30,2016-12-30,CSE0003619,11610329
L8N0649,970,2017-08-20,2017-09-10,CSE0003620,11310305
M6328D7,500,2017-09-07,2017-10-14,CSE0003620,11812521
C58G293,60,2017-09-29,2017-09-30,CSE0003620,11112015
D68950Z,490,2017-08-28,2017-09-11,CSE0003620,11311405
O9F4205,380,2010-09-06,2010-09-02,CSE0003621,11411720
M9P8604,350,2010-09-03,2010-09-25,CSE0003621,11112326
G053V91,260,2010-08-29,2010-09-07,CSE0003621,11410311
LO12047,340,2010-10-09,2010-10-25,CSE0003621,12012220
N89L425,870,2010-10-04,2010-08-31,CSE0003621,12112727
A50L172,70,2020-06-24,2020-06-27,CSE0003622,11611508
A58192Z,720,2020-06-19,2020-08-01,CSE0003622,12110421
UL87156,460,2020-07-09,2020-07-20,CSE0003622,12110421
T7E2913,900,2020-07-14,2020-08-02,CSE0003622,11511213
P8130N9,140,2020-07-14,2020-07-12,CSE0003622,11510115
C37A594,710,2020-07-24,2020-07-18,CSE0003622,12112505
L15649H,670,2020-08-02,2020-07-01,CSE0003622,11112908
M8I1749,820,2020-06-17,2020-07-04,CSE0003622,12011517
P6398B4,80,2020-07-19,2020-07-04,CSE0003622,11810722
S92348F,460,2020-07-16,2020-07-21,CSE0003622,11412311
A4158M9,130,2020-07-10,2020-06-17,CSE0003622,11212200
CM46520,220,2020-07-16,2020-08-02,CSE0003622,11210026
C91D367,310,2020-06-10,2020-06-21,CSE0003622,11512928
S5291W4,810,2020-06-26,2020-07-15,CSE0003622,11312003
P9L0284,500,2020-07-28,2020-07-26,CSE0003622,11810722
K7458M2,260,2020-07-16,2020-06-16,CSE0003622,11312426
A392R56,570,2020-07-19,2020-06-23,CSE0003622,11612521
M9J6453,40,2020-06-27,2020-08-02,CSE0003622,11212510
S956G17,420,2020-07-25,2020-06-06,CSE0003622,11710914
T28310Y,90,2020-07-07,2020-07-05,CSE0003622,11911700
S6I1543,830,2020-07-03,2020-07-14,CSE0003622,12112001
I94V518,310,2005-04-27,2005-05-14,CSE0003623,11611103
E2L5374,170,2005-03-28,2005-04-17,CSE0003623,12110020
R243J08,830,2005-04-08,2005-05-01,CSE0003623,11411720
D1G4290,470,2005-04-11,2005-05-03,CSE0003623,11812821
A58192Z,40,2005-05-22,2005-04-03,CSE0003623,11711701
V5W8496,80,2005-03-30,2005-04-24,CSE0003623,11311906
HD86793,740,2005-05-02,2005-05-13,CSE0003623,11610022
H7Y6824,690,2005-04-22,2005-04-23,CSE0003623,12112006
O8C6513,530,2005-04-09,2005-04-30,CSE0003623,11511423
M48J309,630,2005-03-30,2005-04-23,CSE0003623,11612024
M2589S0,160,2005-04-06,2005-04-23,CSE0003623,11710209
C9520Y6,880,2005-04-25,2005-05-13,CSE0003623,11710029
D68950Z,760,2005-04-19,2005-05-15,CSE0003623,12010703
L903I17,150,2005-05-03,2005-04-24,CSE0003623,11810706
H4239U1,100,2005-04-25,2005-04-01,CSE0003623,11610803
H18Z450,190,2005-05-05,2005-05-21,CSE0003623,11211510
CM46520,390,2022-03-10,,CSE0003624,11112503
R81O564,320,2022-02-28,2022-02-24,CSE0003624,11910305
P3650F7,70,2022-03-17,,CSE0003624,11610109
H8713D4,520,2022-03-26,,CSE0003624,11712019
S86042Z,400,2022-03-01,,CSE0003624,12211001
L85R920,730,2011-01-14,2011-01-18,CSE0003625,12110325
MM72065,420,2011-01-19,2011-01-01,CSE0003625,12212215
S7Z8134,110,2011-01-21,2011-02-08,CSE0003625,11512118
I41V392,410,2011-01-15,2010-12-19,CSE0003625,11610318
GS13927,20,2011-01-11,2011-01-06,CSE0003625,11412715
T9508D4,210,2010-12-23,2011-01-23,CSE0003625,11211620
D8150P6,530,2011-02-05,2010-12-20,CSE0003625,11812728
P09Y825,550,2011-02-06,2010-12-20,CSE0003625,11310829
W49310P,80,2010-12-21,2011-01-25,CSE0003625,11411929
D0W8356,940,2011-01-18,2011-01-31,CSE0003625,11710818
B189A57,210,2004-05-07,2004-03-21,CSE0003626,12112505
D50A198,930,2004-05-08,2004-04-17,CSE0003626,11412715
CO19853,420,2004-04-07,2004-05-05,CSE0003626,11412715
T95761U,420,2004-05-03,2004-04-17,CSE0003626,11411929
RZ42653,600,2004-04-30,2004-04-22,CSE0003626,11911807
W1473B8,230,2004-04-23,2004-05-08,CSE0003626,11310927
O9F4205,470,2004-03-28,2004-04-26,CSE0003626,11412623
S8465W1,570,2004-04-13,2004-04-24,CSE0003626,11110405
H239M48,290,2004-03-30,2004-03-23,CSE0003626,11111115
M4329T8,680,2004-03-22,2004-04-13,CSE0003626,11112015
C37A594,120,2004-03-28,2004-03-21,CSE0003626,11510427
C186H47,880,2004-05-09,2004-04-11,CSE0003626,11210906
I357B21,1000,2004-04-28,2004-03-31,CSE0003626,11911112
G80142H,170,2004-04-29,2004-04-13,CSE0003626,11810104
S93N807,850,2004-04-30,2004-05-11,CSE0003626,11511312
ML18593,10,2006-10-08,2006-10-17,CSE0003627,11511423
A08264O,700,2006-11-19,2006-11-11,CSE0003627,11212823
T9T8140,340,2006-11-01,2006-10-02,CSE0003627,12011919
W9718W3,200,2006-10-03,2006-10-13,CSE0003627,11810706
W49310P,210,2006-11-06,2006-10-06,CSE0003627,11212120
S92348F,280,2012-03-07,2012-03-02,CSE0003628,12210428
D50A198,800,2012-04-10,2012-03-20,CSE0003628,11510427
P4052D1,610,2012-03-10,2012-03-03,CSE0003628,11710200
D50A198,220,2012-02-27,2012-03-09,CSE0003628,11611819
C2B7139,990,2012-03-01,2012-04-07,CSE0003628,11710914
C2056I7,340,2012-04-09,2012-02-26,CSE0003628,11510115
SB01298,630,2012-03-22,2012-03-27,CSE0003628,12210427
HD86793,470,2012-03-14,2012-03-19,CSE0003628,11212524
C2698S3,240,2008-01-29,2008-02-20,CSE0003629,11610318
MR46392,770,2008-01-19,2008-02-11,CSE0003629,12112511
P9L0284,860,2004-10-07,2004-10-16,CSE0003630,11110319
L17546O,20,2004-10-24,2004-11-23,CSE0003630,11611019
HI14706,400,2004-11-17,2004-10-24,CSE0003630,11112822
S8465W1,200,2004-10-07,2004-11-03,CSE0003630,11411019
E7R6098,750,2004-11-28,2004-11-09,CSE0003630,11712325
P7604Q5,370,2004-11-21,2004-10-28,CSE0003630,11112416
AE80564,180,2012-05-10,2012-05-08,CSE0003631,12111227
I8206B5,340,2012-04-27,2012-05-27,CSE0003631,11710327
TT21465,740,2012-05-21,2012-05-25,CSE0003631,12211320
RC12709,700,2012-05-29,2012-05-10,CSE0003631,11510201
A273M51,220,2012-05-19,2012-04-26,CSE0003631,11711710
R45327J,350,2012-05-19,2012-05-14,CSE0003631,11410100
C634K72,800,2015-10-25,2015-11-05,CSE0003632,12111625
O36987R,970,2015-11-25,2015-12-05,CSE0003632,11711701
MR46392,610,2015-10-27,2015-11-15,CSE0003632,12110020
TT21465,970,2001-05-01,2001-04-30,CSE0003633,11712325
V5W8496,160,2001-06-04,2001-04-30,CSE0003633,12212915
A08264O,350,2001-06-07,2001-05-21,CSE0003633,11310927
TF15948,130,2001-05-09,2001-06-17,CSE0003633,12111926
CS90168,240,2001-06-19,2001-05-21,CSE0003633,11611227
NY39107,110,2001-06-21,2001-06-27,CSE0003633,11211217
W52V643,160,2001-05-29,2001-06-04,CSE0003633,12010313
R81O564,550,2013-06-30,2013-05-28,CSE0003634,11811615
TU23769,270,2013-06-08,2013-05-10,CSE0003634,11310212
SR61908,130,2013-06-12,2013-06-05,CSE0003634,11612609
A37260X,460,2013-06-20,2013-06-21,CSE0003634,12111323
H4239U1,30,2013-06-15,2013-06-11,CSE0003634,12210311
UL87156,470,2013-06-15,2013-06-06,CSE0003634,12011701
H089L35,580,2013-06-13,2013-05-19,CSE0003634,11511825
H64578X,130,2008-08-16,2008-07-14,CSE0003635,12111219
T1239W5,970,2008-08-09,2008-08-07,CSE0003635,12211226
T67P542,700,2008-09-01,2008-08-03,CSE0003635,12011424
LR91308,320,2008-08-01,2008-08-12,CSE0003635,12010225
H7Y6824,310,2008-07-25,2008-07-11,CSE0003635,12112511
FK39705,690,2008-08-12,2008-07-09,CSE0003635,11910811
L891S65,180,2008-07-13,2008-08-25,CSE0003635,11612521
T7E2913,580,2008-07-24,2008-07-25,CSE0003635,12011723
B830R57,590,2008-07-10,2008-08-09,CSE0003635,12112505
D7Y5182,310,2008-08-17,2008-08-23,CSE0003635,11312922
L0X9362,600,2008-08-02,2008-07-20,CSE0003635,11611019
B239N58,220,2000-04-10,2000-04-11,CSE0003636,12211320
C186H47,150,2000-04-20,2000-04-01,CSE0003636,12110429
D0Q2543,170,2000-04-04,2000-03-09,CSE0003636,11710106
M9J6453,590,2000-04-03,2000-03-15,CSE0003636,11212120
IY01329,500,2000-03-15,2000-03-21,CSE0003636,11711609
EU82057,320,2000-04-25,2000-04-02,CSE0003636,11410100
L5T1069,90,2000-04-24,2000-03-07,CSE0003636,11510803
B830R57,810,2000-04-24,2000-04-23,CSE0003636,11711710
P09Y825,570,2000-04-29,2000-04-18,CSE0003636,12010417
YS95071,390,2019-08-06,2019-08-21,CSE0003637,11112809
NY39107,460,2019-10-01,2019-09-01,CSE0003637,11510326
C37A594,610,2019-08-18,2019-08-10,CSE0003637,11110711
R58049A,610,2000-05-30,2000-06-23,CSE0003638,11512713
YS95071,420,2000-06-22,2000-07-22,CSE0003638,11112415
A58192Z,510,2000-06-09,2000-06-11,CSE0003638,11112809
D7Y5182,860,2000-07-05,2000-07-15,CSE0003638,12211623
C681E75,20,2000-07-10,2000-06-16,CSE0003638,11812701
F76983D,550,2006-10-08,2006-10-24,CSE0003639,11410826
L8N0649,140,2006-09-12,2006-09-19,CSE0003639,12112006
N74Y235,960,2006-10-07,2006-08-31,CSE0003639,12112613
I53862I,980,2006-09-10,2006-09-12,CSE0003639,11112911
C96H382,930,2006-10-27,2006-10-28,CSE0003639,11911729
TT21465,170,2006-10-18,2006-09-25,CSE0003639,11112106
M2348K0,210,2006-10-25,2006-10-07,CSE0003639,11311902
CZ28413,220,2006-09-27,2006-10-18,CSE0003639,11211721
N89L425,90,2006-09-16,2006-09-30,CSE0003639,12110129
A094G67,670,2006-10-11,2006-10-11,CSE0003639,11810706
D7Y5182,20,2006-10-16,2006-10-28,CSE0003639,11311229
C91D367,160,2006-09-08,2006-09-04,CSE0003639,11110725
C78629B,450,2006-09-12,2006-10-03,CSE0003639,11710209
K7458M2,980,2006-09-02,2006-10-15,CSE0003639,11310127
V6Q9754,290,2006-09-22,2006-09-20,CSE0003639,11311100
T035M47,370,2006-09-19,2006-10-09,CSE0003639,11710106
A50L172,190,2016-01-18,2016-02-06,CSE0003640,11512118
M5809H7,570,2016-03-01,2016-02-25,CSE0003640,12011723
M48J309,920,2016-02-12,2016-02-15,CSE0003640,12012922
MM72065,530,2016-02-17,2016-02-11,CSE0003640,11112520
R39U102,890,2016-02-11,2016-02-12,CSE0003640,11311405
WM85971,450,2016-01-07,2016-02-06,CSE0003640,11211501
T9508D4,400,2016-01-12,2016-02-05,CSE0003640,12112400
R243J08,760,2016-02-12,2016-01-06,CSE0003640,11610318
C9W7563,870,2016-02-28,2016-01-17,CSE0003640,11110321
H5684K7,650,2016-02-29,2016-02-09,CSE0003640,11111115
A273M51,70,2016-02-02,2016-02-17,CSE0003640,11712125
D0W8356,500,2008-10-07,2008-10-21,CSE0003641,11511000
C78629B,180,2008-10-23,2008-10-06,CSE0003641,11210712
T5382D6,800,2008-11-03,2008-09-19,CSE0003641,11910129
